commute,happy_work,income,yeduc
90,1,300,13
90,2,300,13
90,1,300,13
90,2,300,13
90,3,300,13
90,0,300,14
90,0,300,14
90,0,300,14
90,0,300,14
90,1,300,15
90,2,300,16
90,3,300,16
90,3,300,16
90,1,300,16
90,4,300,16
90,3,300,16
90,3,300,16
90,0,300,16
90,4,300,16
90,4,300,16
90,3,300,16
90,2,300,16
90,0,300,16
90,4,300,16
90,1,300,16
90,4,300,16
90,3,300,18
90,1,400,12
90,2,400,12
90,0,400,12
90,1,400,12
90,1,400,12
90,2,400,12
90,0,400,12
90,3,400,12
90,1,400,12
90,3,400,12
90,2,400,12
90,1,400,13
90,0,400,13
90,3,400,13
90,3,400,13
90,3,400,13
90,0,400,13
90,0,400,13
90,3,400,13
90,3,400,14
90,2,400,14
90,2,400,14
90,3,400,16
90,4,400,16
90,1,400,16
90,3,400,16
90,4,400,16
90,1,400,16
90,3,400,16
90,2,400,16
90,1,400,16
90,1,400,16
90,1,400,16
90,1,400,16
90,2,400,18
90,0,400,18
90,2,400,18
90,1,400,18
90,2,400,18
90,3,500,12
90,3,500,12
90,3,500,12
90,3,500,12
90,0,500,12
90,4,500,13
90,3,500,13
90,3,500,13
90,3,500,13
90,3,500,13
90,3,500,13
90,3,500,13
90,1,500,13
90,3,500,14
90,3,500,14
90,3,500,15
90,1,500,16
90,3,500,16
90,2,500,16
90,1,500,16
90,2,500,16
90,2,500,16
90,1,500,16
90,3,500,16
90,3,500,16
90,3,500,16
90,2,500,16
90,2,500,16
90,0,500,16
90,0,500,16
90,3,500,18
90,0,700,12
90,3,700,12
90,3,700,13
90,3,700,13
90,4,700,13
90,4,700,13
90,3,700,13
90,3,700,13
90,3,700,14
90,3,700,14
90,3,700,16
90,3,700,16
90,3,700,16
90,1,700,16
90,1,700,16
90,1,700,16
90,2,700,16
90,3,700,16
90,1,700,16
90,3,700,16
90,2,700,16
90,3,700,16
90,3,700,16
90,3,700,16
90,3,700,18
90,3,700,18
90,1,1000,12
90,3,1000,16
90,3,1000,16
90,4,1000,16
90,3,1000,17
90,2,1000,18
120,2,0,13
120,3,0,14
120,1,12.5,12
120,4,12.5,15
120,2,50,14
120,3,100,12
120,0,100,16
120,2,200,9
120,1,200,13
120,3,200,16
120,3,200,16
120,3,300,12
120,0,300,12
120,0,300,12
120,2,300,15
120,0,300,16
120,3,300,16
120,3,300,16
120,3,400,12
120,3,400,16
120,3,400,16
120,1,500,13
120,2,500,16
120,3,500,16
120,2,500,16
120,3,500,16
120,3,500,18
120,2,700,12
120,4,700,16
120,3,700,16
