city,income,minshu,yeduc,city_income,city_yeduc
0,0,50,13,0,0
0,0,60,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,40,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,0,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,80,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
0,0,50,13,0,0
1,0,40,13,0,13
1,0,40,13,0,13
1,0,70,13,0,13
1,0,60,13,0,13
1,0,30,13,0,13
1,0,40,13,0,13
1,0,70,13,0,13
1,0,80,13,0,13
1,0,60,13,0,13
1,0,50,13,0,13
1,0,20,13,0,13
1,0,50,13,0,13
1,0,0,13,0,13
1,0,40,13,0,13
1,0,20,13,0,13
1,0,40,13,0,13
1,0,60,13,0,13
1,0,50,13,0,13
1,0,60,13,0,13
1,0,50,13,0,13
1,0,50,13,0,13
1,0,20,13,0,13
1,0,70,13,0,13
1,0,30,13,0,13
1,0,50,13,0,13
1,0,30,13,0,13
1,0,30,13,0,13
1,0,40,13,0,13
1,0,50,13,0,13
1,0,40,13,0,13
1,0,50,13,0,13
1,0,50,13,0,13
1,0,50,13,0,13
1,0,50,13,0,13
1,0,50,13,0,13
1,0,40,13,0,13
1,0,40,13,0,13
1,0,50,13,0,13
1,0,40,13,0,13
1,0,40,13,0,13
1,0,60,13,0,13
1,0,10,13,0,13
1,0,70,13,0,13
1,0,40,13,0,13
1,0,50,13,0,13
1,0,50,13,0,13
1,0,10,13,0,13
1,0,50,13,0,13
1,0,70,13,0,13
1,0,50,13,0,13
1,0,60,13,0,13
1,0,50,13,0,13
1,0,50,13,0,13
1,0,50,13,0,13
1,0,70,13,0,13
0,0,50,14,0,0
0,0,80,14,0,0
0,0,50,14,0,0
0,0,0,14,0,0
0,0,40,14,0,0
0,0,50,14,0,0
0,0,30,14,0,0
0,0,50,14,0,0
0,0,50,14,0,0
0,0,50,14,0,0
0,0,60,14,0,0
0,0,0,14,0,0
0,0,50,14,0,0
0,0,30,14,0,0
0,0,50,14,0,0
0,0,20,14,0,0
0,0,50,14,0,0
0,0,30,14,0,0
0,0,60,14,0,0
0,0,50,14,0,0
0,0,50,14,0,0
0,0,10,14,0,0
0,0,0,14,0,0
0,0,60,14,0,0
0,0,50,14,0,0
0,0,50,14,0,0
0,0,0,14,0,0
0,0,30,14,0,0
0,0,60,14,0,0
0,0,50,14,0,0
0,0,50,14,0,0
0,0,40,14,0,0
0,0,30,14,0,0
0,0,50,14,0,0
0,0,30,14,0,0
0,0,20,14,0,0
0,0,50,14,0,0
0,0,0,14,0,0
0,0,50,14,0,0
0,0,50,14,0,0
0,0,30,14,0,0
0,0,50,14,0,0
0,0,50,14,0,0
1,0,50,14,0,14
1,0,80,14,0,14
1,0,70,14,0,14
1,0,60,14,0,14
1,0,70,14,0,14
1,0,50,14,0,14
1,0,50,14,0,14
1,0,70,14,0,14
1,0,60,14,0,14
1,0,30,14,0,14
1,0,70,14,0,14
1,0,60,14,0,14
1,0,60,14,0,14
1,0,70,14,0,14
1,0,80,14,0,14
1,0,30,14,0,14
1,0,20,14,0,14
1,0,40,14,0,14
1,0,50,14,0,14
1,0,50,14,0,14
1,0,60,14,0,14
1,0,100,14,0,14
1,0,50,14,0,14
1,0,50,14,0,14
1,0,50,14,0,14
1,0,60,14,0,14
1,0,0,14,0,14
1,0,70,14,0,14
1,0,60,14,0,14
1,0,20,14,0,14
1,0,60,14,0,14
1,0,60,14,0,14
1,0,30,14,0,14
1,0,70,14,0,14
1,0,50,14,0,14
1,0,10,14,0,14
1,0,10,14,0,14
1,0,50,14,0,14
1,0,50,14,0,14
1,0,60,14,0,14
1,0,50,14,0,14
1,0,50,14,0,14
1,0,60,14,0,14
1,0,30,14,0,14
1,0,50,14,0,14
1,0,50,14,0,14
1,0,60,14,0,14
1,0,0,14,0,14
1,0,50,14,0,14
1,0,50,14,0,14
1,0,60,14,0,14
1,0,50,14,0,14
1,0,50,14,0,14
1,0,80,14,0,14
1,0,10,14,0,14
1,0,10,14,0,14
1,0,50,14,0,14
1,0,50,14,0,14
1,0,50,14,0,14
1,0,30,14,0,14
1,0,50,14,0,14
0,0,20,15,0,0
0,0,60,15,0,0
0,0,20,15,0,0
0,0,0,15,0,0
0,0,40,15,0,0
0,0,20,15,0,0
0,0,0,15,0,0
0,0,30,15,0,0
0,0,50,15,0,0
0,0,50,15,0,0
0,0,50,15,0,0
0,0,50,15,0,0
1,0,50,15,0,15
1,0,60,15,0,15
1,0,50,15,0,15
1,0,40,15,0,15
1,0,50,15,0,15
1,0,50,15,0,15
1,0,30,15,0,15
1,0,60,15,0,15
1,0,50,15,0,15
1,0,50,15,0,15
1,0,40,15,0,15
1,0,40,15,0,15
1,0,30,15,0,15
1,0,50,15,0,15
1,0,0,15,0,15
1,0,30,15,0,15
1,0,40,15,0,15
1,0,0,15,0,15
1,0,30,15,0,15
1,0,50,15,0,15
1,0,30,15,0,15
1,0,50,15,0,15
1,0,40,15,0,15
1,0,60,15,0,15
1,0,60,15,0,15
1,0,60,15,0,15
1,0,40,15,0,15
1,0,60,15,0,15
1,0,40,15,0,15
1,0,40,15,0,15
1,0,40,15,0,15
1,0,60,15,0,15
1,0,10,15,0,15
1,0,30,15,0,15
1,0,50,15,0,15
1,0,30,15,0,15
1,0,50,15,0,15
0,0,50,16,0,0
0,0,50,16,0,0
0,0,50,16,0,0
0,0,80,16,0,0
0,0,50,16,0,0
0,0,30,16,0,0
0,0,50,16,0,0
0,0,70,16,0,0
0,0,50,16,0,0
0,0,80,16,0,0
0,0,30,16,0,0
0,0,50,16,0,0
0,0,50,16,0,0
0,0,60,16,0,0
0,0,80,16,0,0
0,0,70,16,0,0
0,0,70,16,0,0
0,0,60,16,0,0
0,0,50,16,0,0
0,0,50,16,0,0
0,0,60,16,0,0
0,0,40,16,0,0
0,0,50,16,0,0
0,0,50,16,0,0
0,0,50,16,0,0
0,0,50,16,0,0
0,0,80,16,0,0
0,0,50,16,0,0
0,0,30,16,0,0
0,0,50,16,0,0
0,0,50,16,0,0
0,0,50,16,0,0
0,0,50,16,0,0
1,0,0,16,0,16
1,0,50,16,0,16
1,0,0,16,0,16
1,0,40,16,0,16
1,0,60,16,0,16
1,0,50,16,0,16
1,0,50,16,0,16
1,0,20,16,0,16
1,0,50,16,0,16
1,0,30,16,0,16
1,0,40,16,0,16
1,0,40,16,0,16
1,0,30,16,0,16
1,0,50,16,0,16
1,0,40,16,0,16
1,0,60,16,0,16
1,0,50,16,0,16
1,0,20,16,0,16
1,0,20,16,0,16
1,0,50,16,0,16
1,0,30,16,0,16
1,0,50,16,0,16
1,0,50,16,0,16
1,0,60,16,0,16
1,0,40,16,0,16
1,0,50,16,0,16
1,0,20,16,0,16
1,0,50,16,0,16
1,0,50,16,0,16
1,0,40,16,0,16
1,0,40,16,0,16
1,0,50,16,0,16
1,0,50,16,0,16
1,0,50,16,0,16
1,0,50,16,0,16
1,0,50,16,0,16
1,0,30,16,0,16
1,0,20,16,0,16
1,0,50,16,0,16
1,0,50,16,0,16
1,0,40,16,0,16
1,0,50,16,0,16
1,0,50,16,0,16
1,0,50,16,0,16
1,0,40,16,0,16
1,0,50,16,0,16
0,0,50,17,0,0
0,0,50,17,0,0
0,0,50,17,0,0
0,0,50,17,0,0
0,0,50,17,0,0
1,0,40,17,0,17
1,0,40,17,0,17
1,0,30,17,0,17
1,0,60,17,0,17
1,0,70,17,0,17
1,0,40,17,0,17
1,0,30,17,0,17
1,0,0,17,0,17
1,0,40,17,0,17
1,0,30,17,0,17
1,0,30,17,0,17
0,0,60,18,0,0
1,0,30,18,0,18
1,0,30,18,0,18
0,12.5,70,9,0,0
0,12.5,70,9,0,0
1,12.5,40,9,12.5,9
1,12.5,50,9,12.5,9
1,12.5,40,9,12.5,9
0,12.5,50,11,0,0
0,12.5,50,11,0,0
1,12.5,50,11,12.5,11
0,12.5,30,12,0,0
0,12.5,0,12,0,0
0,12.5,30,12,0,0
0,12.5,70,12,0,0
0,12.5,50,12,0,0
0,12.5,30,12,0,0
0,12.5,30,12,0,0
0,12.5,50,12,0,0
0,12.5,40,12,0,0
0,12.5,0,12,0,0
0,12.5,30,12,0,0
0,12.5,30,12,0,0
0,12.5,50,12,0,0
0,12.5,50,12,0,0
0,12.5,0,12,0,0
0,12.5,0,12,0,0
0,12.5,40,12,0,0
0,12.5,50,12,0,0
0,12.5,70,12,0,0
0,12.5,0,12,0,0
0,12.5,50,12,0,0
0,12.5,40,12,0,0
0,12.5,50,12,0,0
0,12.5,50,12,0,0
0,12.5,0,12,0,0
0,12.5,0,12,0,0
0,12.5,50,12,0,0
0,12.5,30,12,0,0
0,12.5,50,12,0,0
0,12.5,50,12,0,0
0,12.5,40,12,0,0
0,12.5,50,12,0,0
1,12.5,0,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,0,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,40,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,30,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,10,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,30,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,100,12,12.5,12
1,12.5,100,12,12.5,12
1,12.5,60,12,12.5,12
1,12.5,60,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
1,12.5,50,12,12.5,12
0,12.5,50,13,0,0
0,12.5,70,13,0,0
0,12.5,60,13,0,0
0,12.5,60,13,0,0
0,12.5,50,13,0,0
0,12.5,50,13,0,0
0,12.5,50,13,0,0
0,12.5,60,13,0,0
0,12.5,30,13,0,0
0,12.5,50,13,0,0
0,12.5,50,13,0,0
0,12.5,60,13,0,0
1,12.5,0,13,12.5,13
1,12.5,50,13,12.5,13
1,12.5,30,13,12.5,13
1,12.5,50,13,12.5,13
1,12.5,50,13,12.5,13
1,12.5,20,13,12.5,13
1,12.5,50,13,12.5,13
1,12.5,50,13,12.5,13
1,12.5,0,13,12.5,13
1,12.5,50,13,12.5,13
1,12.5,0,13,12.5,13
1,12.5,0,13,12.5,13
1,12.5,0,13,12.5,13
1,12.5,50,13,12.5,13
1,12.5,40,13,12.5,13
1,12.5,50,13,12.5,13
1,12.5,50,13,12.5,13
1,12.5,30,13,12.5,13
0,12.5,80,14,0,0
0,12.5,30,14,0,0
0,12.5,50,14,0,0
0,12.5,80,14,0,0
0,12.5,50,14,0,0
0,12.5,30,14,0,0
0,12.5,80,14,0,0
0,12.5,80,14,0,0
1,12.5,50,14,12.5,14
1,12.5,40,14,12.5,14
1,12.5,40,14,12.5,14
1,12.5,50,14,12.5,14
1,12.5,50,14,12.5,14
1,12.5,60,14,12.5,14
1,12.5,60,14,12.5,14
1,12.5,50,14,12.5,14
1,12.5,50,14,12.5,14
1,12.5,70,14,12.5,14
1,12.5,50,14,12.5,14
1,12.5,60,14,12.5,14
1,12.5,40,14,12.5,14
1,12.5,60,14,12.5,14
1,12.5,50,14,12.5,14
1,12.5,50,14,12.5,14
1,12.5,60,14,12.5,14
1,12.5,50,14,12.5,14
1,12.5,50,14,12.5,14
1,12.5,50,14,12.5,14
0,12.5,60,15,0,0
0,12.5,30,15,0,0
0,12.5,40,15,0,0
0,12.5,60,15,0,0
0,12.5,50,15,0,0
0,12.5,50,15,0,0
0,12.5,30,15,0,0
0,12.5,10,15,0,0
0,12.5,60,15,0,0
0,12.5,50,15,0,0
0,12.5,0,15,0,0
0,12.5,50,15,0,0
0,12.5,40,15,0,0
0,12.5,70,15,0,0
0,12.5,30,15,0,0
0,12.5,50,15,0,0
0,12.5,10,15,0,0
0,12.5,40,15,0,0
0,12.5,50,15,0,0
0,12.5,60,15,0,0
0,12.5,50,15,0,0
1,12.5,50,15,12.5,15
1,12.5,40,15,12.5,15
1,12.5,70,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,70,15,12.5,15
1,12.5,80,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,70,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,70,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,70,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,60,15,12.5,15
1,12.5,70,15,12.5,15
1,12.5,60,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,20,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,60,15,12.5,15
1,12.5,70,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,70,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,70,15,12.5,15
1,12.5,60,15,12.5,15
1,12.5,0,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,30,15,12.5,15
1,12.5,50,15,12.5,15
1,12.5,30,15,12.5,15
0,12.5,20,16,0,0
0,12.5,20,16,0,0
0,12.5,30,16,0,0
0,12.5,0,16,0,0
0,12.5,60,16,0,0
0,12.5,20,16,0,0
0,12.5,50,16,0,0
0,12.5,50,16,0,0
0,12.5,50,16,0,0
0,12.5,20,16,0,0
0,12.5,50,16,0,0
0,12.5,60,16,0,0
0,12.5,20,16,0,0
0,12.5,50,16,0,0
1,12.5,30,16,12.5,16
1,12.5,40,16,12.5,16
1,12.5,60,16,12.5,16
1,12.5,40,16,12.5,16
1,12.5,70,16,12.5,16
1,12.5,50,16,12.5,16
1,12.5,50,16,12.5,16
1,12.5,50,16,12.5,16
1,12.5,60,16,12.5,16
1,12.5,0,16,12.5,16
1,12.5,0,16,12.5,16
0,12.5,50,17,0,0
0,12.5,60,17,0,0
0,12.5,70,17,0,0
1,12.5,0,17,12.5,17
1,12.5,0,17,12.5,17
1,12.5,0,17,12.5,17
1,12.5,10,17,12.5,17
0,12.5,20,18,0,0
1,12.5,40,18,12.5,18
1,12.5,30,18,12.5,18
0,50,50,9,0,0
1,50,0,9,50,9
0,50,10,11,0,0
0,50,10,11,0,0
1,50,50,11,50,11
1,50,50,11,50,11
1,50,30,11,50,11
1,50,0,11,50,11
1,50,30,11,50,11
0,50,50,12,0,0
0,50,20,12,0,0
0,50,20,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,30,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,30,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,10,12,0,0
0,50,30,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,30,12,0,0
0,50,10,12,0,0
0,50,20,12,0,0
0,50,60,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,60,12,0,0
0,50,30,12,0,0
0,50,30,12,0,0
0,50,30,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
0,50,50,12,0,0
1,50,0,12,50,12
1,50,50,12,50,12
1,50,50,12,50,12
1,50,50,12,50,12
1,50,30,12,50,12
1,50,0,12,50,12
1,50,0,12,50,12
1,50,50,12,50,12
1,50,50,12,50,12
1,50,50,12,50,12
1,50,0,12,50,12
1,50,50,12,50,12
1,50,0,12,50,12
1,50,60,12,50,12
1,50,0,12,50,12
1,50,50,12,50,12
1,50,50,12,50,12
1,50,50,12,50,12
1,50,50,12,50,12
1,50,0,12,50,12
1,50,30,12,50,12
1,50,60,12,50,12
1,50,0,12,50,12
1,50,0,12,50,12
1,50,0,12,50,12
1,50,50,12,50,12
1,50,50,12,50,12
1,50,50,12,50,12
0,50,40,13,0,0
0,50,50,13,0,0
0,50,40,13,0,0
0,50,50,13,0,0
0,50,50,13,0,0
0,50,30,13,0,0
0,50,50,13,0,0
0,50,30,13,0,0
0,50,50,13,0,0
0,50,60,13,0,0
0,50,30,13,0,0
0,50,50,13,0,0
0,50,50,13,0,0
0,50,30,13,0,0
0,50,50,13,0,0
0,50,50,13,0,0
0,50,50,13,0,0
0,50,50,13,0,0
0,50,30,13,0,0
0,50,50,13,0,0
1,50,50,13,50,13
1,50,100,13,50,13
1,50,50,13,50,13
1,50,60,13,50,13
1,50,50,13,50,13
1,50,50,13,50,13
1,50,50,13,50,13
1,50,30,13,50,13
1,50,50,13,50,13
1,50,40,13,50,13
1,50,50,13,50,13
1,50,40,13,50,13
1,50,50,13,50,13
1,50,50,13,50,13
1,50,50,13,50,13
1,50,60,13,50,13
1,50,50,13,50,13
1,50,50,13,50,13
1,50,30,13,50,13
1,50,40,13,50,13
0,50,30,14,0,0
0,50,0,14,0,0
0,50,60,14,0,0
0,50,60,14,0,0
0,50,30,14,0,0
0,50,30,14,0,0
0,50,50,14,0,0
1,50,50,14,50,14
1,50,50,14,50,14
1,50,50,14,50,14
1,50,50,14,50,14
1,50,50,14,50,14
1,50,50,14,50,14
1,50,10,14,50,14
1,50,40,14,50,14
1,50,50,14,50,14
1,50,70,14,50,14
1,50,50,14,50,14
1,50,50,14,50,14
1,50,40,14,50,14
1,50,40,14,50,14
1,50,30,14,50,14
1,50,50,14,50,14
1,50,50,14,50,14
1,50,20,14,50,14
1,50,10,14,50,14
0,50,50,15,0,0
0,50,50,15,0,0
0,50,30,15,0,0
0,50,50,15,0,0
0,50,30,15,0,0
0,50,60,15,0,0
0,50,50,15,0,0
0,50,60,15,0,0
0,50,50,15,0,0
0,50,10,15,0,0
0,50,50,15,0,0
0,50,50,15,0,0
0,50,50,15,0,0
0,50,50,15,0,0
0,50,50,15,0,0
0,50,40,15,0,0
0,50,100,15,0,0
0,50,50,15,0,0
0,50,60,15,0,0
0,50,50,15,0,0
0,50,0,15,0,0
0,50,50,15,0,0
0,50,50,15,0,0
0,50,50,15,0,0
0,50,50,15,0,0
0,50,50,15,0,0
0,50,50,15,0,0
0,50,60,15,0,0
0,50,50,15,0,0
0,50,50,15,0,0
0,50,50,15,0,0
1,50,50,15,50,15
1,50,50,15,50,15
1,50,50,15,50,15
1,50,50,15,50,15
1,50,50,15,50,15
1,50,50,15,50,15
1,50,50,15,50,15
1,50,40,15,50,15
1,50,50,15,50,15
1,50,60,15,50,15
1,50,60,15,50,15
1,50,0,15,50,15
1,50,50,15,50,15
1,50,30,15,50,15
1,50,70,15,50,15
1,50,60,15,50,15
1,50,70,15,50,15
1,50,0,15,50,15
1,50,60,15,50,15
1,50,40,15,50,15
1,50,60,15,50,15
1,50,70,15,50,15
1,50,50,15,50,15
1,50,40,15,50,15
1,50,60,15,50,15
1,50,60,15,50,15
1,50,70,15,50,15
1,50,30,15,50,15
1,50,0,15,50,15
1,50,50,15,50,15
1,50,40,15,50,15
1,50,50,15,50,15
1,50,50,15,50,15
1,50,0,15,50,15
1,50,50,15,50,15
1,50,50,15,50,15
1,50,40,15,50,15
1,50,50,15,50,15
1,50,10,15,50,15
1,50,60,15,50,15
1,50,50,15,50,15
1,50,10,15,50,15
1,50,60,15,50,15
1,50,50,15,50,15
1,50,40,15,50,15
1,50,50,15,50,15
1,50,10,15,50,15
1,50,30,15,50,15
1,50,50,15,50,15
1,50,70,15,50,15
1,50,30,15,50,15
1,50,50,15,50,15
1,50,50,15,50,15
0,50,40,16,0,0
0,50,30,16,0,0
0,50,30,16,0,0
0,50,60,16,0,0
0,50,50,16,0,0
0,50,40,16,0,0
0,50,80,16,0,0
0,50,50,16,0,0
1,50,50,16,50,16
1,50,50,16,50,16
1,50,30,16,50,16
1,50,0,16,50,16
1,50,40,16,50,16
1,50,50,16,50,16
1,50,50,16,50,16
1,50,50,16,50,16
1,50,80,16,50,16
1,50,50,16,50,16
1,50,60,16,50,16
1,50,50,16,50,16
1,50,50,16,50,16
1,50,60,16,50,16
1,50,70,16,50,16
0,50,60,17,0,0
0,50,50,17,0,0
0,50,50,17,0,0
1,50,40,17,50,17
1,50,50,17,50,17
1,50,20,17,50,17
1,50,50,17,50,17
1,50,50,17,50,17
1,50,70,17,50,17
1,50,70,17,50,17
1,50,50,17,50,17
1,50,70,18,50,18
0,100,30,9,0,0
0,100,30,9,0,0
0,100,30,9,0,0
1,100,0,9,100,9
1,100,50,9,100,9
1,100,0,9,100,9
1,100,50,9,100,9
1,100,50,9,100,9
0,100,50,11,0,0
0,100,50,11,0,0
0,100,50,11,0,0
0,100,40,11,0,0
0,100,50,11,0,0
0,100,50,11,0,0
0,100,50,11,0,0
0,100,50,11,0,0
1,100,50,11,100,11
1,100,30,11,100,11
1,100,50,11,100,11
1,100,50,11,100,11
1,100,50,11,100,11
1,100,50,11,100,11
1,100,60,11,100,11
0,100,50,12,0,0
0,100,50,12,0,0
0,100,60,12,0,0
0,100,10,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,10,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,30,12,0,0
0,100,60,12,0,0
0,100,70,12,0,0
0,100,50,12,0,0
0,100,0,12,0,0
0,100,0,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,60,12,0,0
0,100,40,12,0,0
0,100,70,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,0,12,0,0
0,100,70,12,0,0
0,100,0,12,0,0
0,100,60,12,0,0
0,100,40,12,0,0
0,100,60,12,0,0
0,100,30,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,60,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,40,12,0,0
0,100,30,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,40,12,0,0
0,100,0,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,20,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,70,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,30,12,0,0
0,100,50,12,0,0
0,100,60,12,0,0
0,100,70,12,0,0
0,100,50,12,0,0
0,100,70,12,0,0
0,100,40,12,0,0
0,100,60,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,40,12,0,0
0,100,50,12,0,0
0,100,70,12,0,0
0,100,70,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,0,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,60,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
0,100,50,12,0,0
